name,location,online_order,book_table,cuisines,rate,costof2plates,type_mode,rest_type,votes
Fabcafe,MG Road,Yes,Yes,others,4.2,800.0,Delivery,Cafe,63.0
Tandoor,MG Road,Yes,Yes,North Indian,3.9,2100.0,Delivery,Fine Dining,1377.0
Airlines Hotel,Lavelle Road,Yes,No,others,4.0,400.0,Delivery,Quick Bites,872.0
Sreeraj Lassi Bar,Shanti Nagar,Yes,No,others,3.9,150.0,Delivery,Beverage Shop,62.0
The Only Place,Church Street,Yes,Yes,others,4.2,1000.0,Delivery,Casual Dining,2938.0
Shiro,Lavelle Road,Yes,Yes,others,4.4,3000.0,Delivery,others,2245.0
MISU,St. Marks Road,Yes,Yes,others,4.5,1700.0,Delivery,"Casual Dining, Bar",1258.0
Hatti Kaapi,Ulsoor,Yes,No,others,3.8,200.0,Delivery,Quick Bites,33.0
Desi Deck,Brigade Road,Yes,Yes,others,3.9,1300.0,Delivery,"Casual Dining, Bar",94.0
Hoppipola,Church Street,No,No,others,4.3,1300.0,Delivery,Lounge,1749.0
Kabab Korner,St. Marks Road,Yes,No,North Indian Chinese Fast Food,3.9,650.0,Delivery,Casual Dining,207.0
Chilli Chicken,Brigade Road,Yes,No,Fast Food,3.0,500.0,Delivery,Quick Bites,8.0
99 Pancakes,Church Street,Yes,No,Desserts Ice Cream,4.1,300.0,Delivery,Dessert Parlor,48.0
Zaks Mediterranean Cuisine,Frazer Town,No,No,others,3.9,700.0,Delivery,Casual Dining,256.0
Pashto,Residency Road,No,No,others,4.1,800.0,Delivery,Casual Dining,803.0
Pai Vihar,Vasanth Nagar,No,No,others,2.8,400.0,Delivery,Quick Bites,56.0
Chungs Chinese Corner,Cunningham Road,Yes,No,others,3.4,600.0,Delivery,Casual Dining,207.0
Drunken Monkey,Church Street,No,No,Beverages Fast Food,4.0,500.0,Delivery,"Beverage Shop, Quick Bites",124.0
The Open Box,St. Marks Road,Yes,Yes,others,4.2,1400.0,Delivery,"Casual Dining, Bar",2290.0
Khan Saheb Grills and Rolls,Commercial Street,Yes,No,Fast Food Rolls,4.0,400.0,Delivery,Quick Bites,186.0
Ibaco,Frazer Town,Yes,No,Desserts Ice Cream,3.7,300.0,Delivery,Dessert Parlor,54.0
Shyvan Restaurant,Shanti Nagar,Yes,No,North Indian Chinese,3.7,500.0,Delivery,Casual Dining,84.0
7 Plates,Frazer Town,Yes,No,others,3.9,600.0,Delivery,Quick Bites,171.0
Dev Sagar Food Street,Basavanagudi,Yes,No,Street Food,4.1,200.0,Delivery,Quick Bites,241.0
Kitchen On Table,Brigade Road,Yes,No,others,4.0,1500.0,Delivery,Casual Dining,57.0
Mudpipe Cafe,Cunningham Road,Yes,No,others,4.2,750.0,Delivery,Cafe,745.0
Qissa Khawani,Church Street,Yes,No,North Indian Mughlai,4.3,800.0,Delivery,Casual Dining,335.0
Indira Darshini,Frazer Town,Yes,No,South Indian Chinese,3.6,200.0,Delivery,Quick Bites,28.0
Smoor,MG Road,Yes,No,Desserts,4.1,900.0,Delivery,Dessert Parlor,67.0
NoLimmits Lounge and Club,Brigade Road,Yes,Yes,others,4.1,2000.0,Delivery,others,2180.0
RATEDn The ambience was nonexistent, ,others,others,others,3.7,400.0,Delivery,others,60.0
Toscano,Lavelle Road,Yes,Yes,others,4.4,1500.0,Delivery,Casual Dining,1854.0
Kobe Sizzlers,Brigade Road,Yes,No,others,4.1,1500.0,Delivery,Casual Dining,1136.0
more x83x83x82x83x83x82x82x83x83x82x82x83x82x82x80x83x83x82x82x83x82x82x9cpopularx83x83x82x83x83x82x82x83x83x82x82x83x82x82x80x83x83x82x82x83x82x82x9d burger places,others,others,others,Missing,3.7,400.0,Delivery, ,60.0
Amber Rush Restobar,Residency Road,No,Yes,others,4.1,1000.0,Delivery,Pub,105.0
Kolkata Famous Kati Rolls,Frazer Town,Yes,No,others,3.4,200.0,Delivery,Quick Bites,7.0
Carnival de Goa,Ulsoor,Yes,Yes,others,4.2,1000.0,Delivery,"Casual Dining, Bar",986.0
20 Feet High,Church Street,Yes,Yes,others,4.0,1000.0,Delivery,"Casual Dining, Bar",940.0
Aubree,Shivajinagar,Yes,No,Cafe Bakery,3.2,400.0,Delivery,"Cafe, Bakery",5.0
Just Bake,MG Road,Yes,No,Bakery,3.8,400.0,Delivery,Bakery,12.0
Cobaja,Brigade Road,Yes,Yes,others,4.2,700.0,Delivery,Casual Dining,82.0
RockSalt,St. Marks Road,Yes,Yes,others,4.4,1900.0,Delivery,"Bar, Casual Dining",502.0
Frozen Bottle,Brigade Road,Yes,No,others,3.9,400.0,Delivery,Beverage Shop,40.0
The Wok Shop,Ulsoor,Yes,No,others,3.4,500.0,Delivery,Quick Bites,8.0
Taaam,Cunningham Road,No,No,others,4.1,750.0,Delivery,Casual Dining,405.0
Anupams Coast II Coast,Church Street,Yes,Yes,others,4.2,1400.0,Delivery,Casual Dining,861.0
The Belgian Waffle Co,Residency Road,Yes,No,Desserts Beverages,3.8,350.0,Delivery,Dessert Parlor,82.0
Brownie Heaven,Cunningham Road,Yes,No,others,4.1,300.0,Delivery,Dessert Parlor,34.0
Milk N Shakes,Koramangala 8th Block,Yes,No,Beverages,3.8,300.0,Delivery,Beverage Shop,48.0
Le Rock,Brigade Road,Yes,No,Continental Chinese,4.1,2000.0,Delivery,Bar,1222.0
Happy Belly Bakes,MG Road,Yes,No,Cafe Bakery,4.2,500.0,Delivery,"Cafe, Bakery",121.0
The Grill House,Ulsoor,Yes,Yes,others,4.1,1200.0,Delivery,"Casual Dining, Bar",774.0
The Coffee Bean Tea Leaf,MG Road,Yes,No,Cafe,3.8,700.0,Delivery,Cafe,263.0
Kareems,Frazer Town,Yes,No,North Indian Mughlai,3.6,700.0,Delivery,Quick Bites,34.0
ASEAN On The Edge,MG Road,Yes,Yes,others,4.5,1800.0,Delivery,Casual Dining,875.0
By 2 Coffee,Basavanagudi,Yes,No,South Indian,4.0,100.0,Delivery,Quick Bites,26.0
Mountain Spice,Koramangala 8th Block,Yes,No,Chinese,3.9,200.0,Delivery,Quick Bites,189.0
Tea Break Lounge,Brigade Road,Yes,No,Beverages Fast Food,3.4,400.0,Delivery,Quick Bites,4.0
Driven Cafe,Residency Road,Yes,No,others,3.6,600.0,Delivery,Cafe,123.0
Shawarma Inc,Brigade Road,Yes,No,others,3.1,250.0,Delivery,Food Court,29.0
Stir Fry,Residency Road,No,No,Chinese Momos,4.0,500.0,Delivery,Casual Dining,210.0
The Bundle Co,MG Road,Yes,No,others,4.4,700.0,Delivery,Quick Bites,232.0
Urban Solace Caf for the Soul,Ulsoor,Yes,No,others,3.9,800.0,Delivery,"Cafe, Casual Dining",466.0
RATEDn Went for lunch Tried pasta,others,others,others,Missing,3.7,400.0,Delivery, ,60.0
Sai Super Sandwich,Banashankari,Yes,No,others,3.2,200.0,Delivery,Quick Bites,7.0
Hotel Toms Restaurant,Richmond Road,Yes,Yes,others,4.4,1000.0,Delivery,Casual Dining,725.0
Forum Bakes Cafe,Koramangala 8th Block,Yes,No,others,3.7,300.0,Delivery,"Bakery, Quick Bites",0.0
Nite Out,Koramangala 4th Block,Yes,No,North Indian Chinese Biryani,4.0,500.0,Delivery,Delivery,1114.0
Double Decker,Brigade Road,No,Yes,others,4.3,1300.0,Delivery,"Bar, Casual Dining",2741.0
RATEDn Beautiful place,others,others,others,others,3.7,400.0,Delivery,others,60.0
Taj Hotel,Shivajinagar,Yes,No,others,3.7,700.0,Delivery,Casual Dining,111.0
RATEDn not good,others,others,others,Missing,3.7,400.0,Delivery, ,60.0
Gundappa Donne Biryani,St. Marks Road,No,No,Biryani,3.7,300.0,Delivery,Quick Bites,163.0
The Biere Club,Lavelle Road,Yes,Yes,others,4.3,1700.0,Delivery,"Pub, Microbrewery",3498.0
Promac Foods,Shanti Nagar,No,No,North Indian South Indian,3.7,250.0,Delivery,"Takeaway, Delivery",0.0
Fava,Lavelle Road,No,Yes,others,4.4,1200.0,Delivery,"Casual Dining, Bar",2055.0
RATEDn As we enter into place its quite bright,others,others,others,Missing,3.7,400.0,Delivery, ,60.0
Bootlegger,Lavelle Road,No,No,others,4.1,1200.0,Delivery,Pub,1546.0
Hotel Nisarga Grand,City Market,No,No,South Indian North Indian Chinese,3.8,500.0,Delivery,Casual Dining,36.0
Hyderabad Biryaani House,Richmond Road,No,No,Biryani North Indian Chinese,4.2,700.0,Delivery,Casual Dining,1364.0
Sunnys,Lavelle Road,No,Yes,others,4.1,2100.0,Delivery,"Casual Dining, Bar",1343.0
The Bangalore Cafe,Shanti Nagar,Yes,Yes,others,4.2,800.0,Delivery,Casual Dining,525.0
Sakae Japanese Restaurant,Shanti Nagar,No,Yes,others,4.3,1400.0,Delivery,Casual Dining,537.0
Samrat Restaurant,Race Course Road,No,No,South Indian North Indian,4.1,600.0,Delivery,Casual Dining,493.0
Khazana Food Paradise,Richmond Road,No,No,North Indian Biryani,4.2,400.0,Delivery,Quick Bites,366.0
Cafe Kaara,Ulsoor,No,No,others,4.3,750.0,Delivery,Cafe,167.0
Mandarin Box,Church Street,No,No,Chinese,3.9,500.0,Delivery,Quick Bites,85.0
Sugarberryz Cakery,Commercial Street,No,No,Bakery Desserts,3.9,1200.0,Delivery,"Takeaway, Delivery",57.0
Revoli Hotel,Shanti Nagar,No,No,South Indian Chinese,3.1,450.0,Delivery,Casual Dining,23.0
New Prashanth Naati Style,Cunningham Road,No,No,South Indian Biryani,3.8,400.0,Delivery,Quick Bites,33.0
Iyengars Bakery,Richmond Road,No,No,Bakery Fast Food,3.4,200.0,Delivery,Bakery,14.0
Skyline Family Restaurant,Shanti Nagar,Yes,No,others,3.2,550.0,Delivery,Casual Dining,34.0
Srinivasa Mess,Wilson Garden,Yes,No,others,3.7,300.0,Delivery,Mess,35.0
Choi Choi Momos,Brigade Road,No,No,others,3.9,300.0,Delivery,Kiosk,32.0
Nandhini Paradise,St. Marks Road,No,Yes,others,3.6,800.0,Delivery,"Casual Dining, Bar",279.0
MYCAKESHOP,Wilson Garden,No,No,Bakery Desserts,3.7,300.0,Delivery,Bakery,0.0
New Kohinoor Hotel,Commercial Street,No,No,North Indian,3.1,450.0,Delivery,Casual Dining,11.0
RATEDn I ordered a red velvet with cream cheese frosting, ,others,others,others,3.7,400.0,Delivery,others,60.0
Food Court,Richmond Road,No,No,others,3.7,100.0,Delivery,Quick Bites,0.0
Malabar Kitchen,Commercial Street,Yes,No,others,3.1,300.0,Delivery,Quick Bites,5.0
The Oriental Spice Ashraya Hotel,Infantry Road,Yes,No,others,3.8,1300.0,Delivery,Casual Dining,159.0
Shree Saraswathi Sweets Centre,Wilson Garden,No,No,Mithai Street Food,3.4,100.0,Delivery,"Sweet Shop, Quick Bites",9.0
LocalHost,Whitefield,No,No,others,3.7,250.0,Delivery,Quick Bites,0.0
Shiv Sagar,Brigade Road,Yes,No,South Indian Chinese North Indian,3.7,250.0,Delivery,Food Court,0.0
Tiger Trail Ramada Hotel,Shivajinagar,Yes,Yes,others,4.0,1300.0,Delivery,"Casual Dining, Bar",189.0
Siddique Kabab Centre,Frazer Town,No,No,others,3.9,550.0,Delivery,Casual Dining,436.0
Green Theory,Residency Road,Yes,Yes,others,4.2,800.0,Desserts,"Casual Dining, Cafe",2859.0
Alchemy The Chancery Pavilion,Residency Road,No,Yes,others,4.3,2000.0,Delivery,"Microbrewery, Casual Dining",497.0
Art of Delight,Residency Road,No,No,others,4.4,400.0,Desserts,Dessert Parlor,1916.0
Corner House Ice Cream,Residency Road,Yes,No,Ice Cream Desserts,4.4,400.0,Desserts,Dessert Parlor,638.0
Gelato Italiano,Residency Road,No,No,others,3.2,200.0,Desserts,Dessert Parlor,6.0
Sweet Chariot Cafe,Residency Road,Yes,No,Desserts Bakery,3.8,500.0,Desserts,Dessert Parlor,113.0
The Belgian Waffle Co,Residency Road,Yes,No,Desserts Beverages,3.8,350.0,Desserts,Dessert Parlor,82.0
Ganache The RitzCarlton,Residency Road,No,No,Bakery,3.9,600.0,Desserts,Dessert Parlor,51.0
Fabcafe,MG Road,Yes,Yes,others,4.2,800.0,Desserts,Cafe,63.0
99 Pancakes,Church Street,Yes,No,Desserts Ice Cream,4.1,300.0,Desserts,Dessert Parlor,48.0
Happy Belly Bakes,MG Road,Yes,No,Cafe Bakery,4.2,500.0,Desserts,"Cafe, Bakery",121.0
Koshys,Richmond Road,No,No,Bakery Fast Food,3.6,300.0,Desserts,"Bakery, Quick Bites",55.0
The Waffle Press,St. Marks Road,Yes,No,Desserts Ice Cream,4.2,400.0,Desserts,Dessert Parlor,123.0
Iyengars Bakery,Richmond Road,No,No,Bakery Fast Food,3.4,200.0,Desserts,Bakery,14.0
Smoor,MG Road,Yes,No,Desserts,4.1,900.0,Desserts,Dessert Parlor,67.0
Sreeraj Lassi Bar,Shanti Nagar,Yes,No,others,3.9,150.0,Desserts,Beverage Shop,62.0
Sri Jayalakshmi Bakery,Shanti Nagar,No,No,others,3.3,250.0,Desserts,Bakery,5.0
Drunken Monkey,Church Street,No,No,Beverages Fast Food,4.0,500.0,Desserts,"Beverage Shop, Quick Bites",124.0
Lassi Shop,Brigade Road,Yes,No,others,3.7,200.0,Desserts,Beverage Shop,18.0
Ibaco,Brigade Road,Yes,No,Desserts Ice Cream,4.0,300.0,Delivery,Dessert Parlor,94.0
Dolci Desserts,Cunningham Road,Yes,No,Cafe Desserts,4.3,750.0,Desserts,"Cafe, Dessert Parlor",658.0
The Culinarium,Vasanth Nagar,No,No,others,4.0,1100.0,Desserts,"Cafe, Dessert Parlor",38.0
Haji Ali Juice Centre,Commercial Street,Yes,No,others,4.1,350.0,Desserts,"Quick Bites, Beverage Shop",80.0
Anand Sweets and Savouries,Commercial Street,No,No,others,4.0,400.0,Desserts,Quick Bites,187.0
Santhanam Sweets Savouries,Commercial Street,No,No,Mithai Street Food,3.9,150.0,Desserts,Sweet Shop,37.0
Shilpa Veg,Shivajinagar,No,No,others,3.6,250.0,Desserts,Quick Bites,38.0
Brownie Heaven,Cunningham Road,Yes,No,others,4.1,300.0,Desserts,Dessert Parlor,34.0
Shree Saraswathi Sweets Centre,Wilson Garden,No,No,Mithai Street Food,3.4,100.0,Desserts,"Sweet Shop, Quick Bites",9.0
Aubree,Shivajinagar,Yes,No,Cafe Bakery,3.2,400.0,Desserts,"Cafe, Bakery",5.0
MYCAKESHOP,Wilson Garden,No,No,Bakery Desserts,3.7,300.0,Desserts,Bakery,0.0
Alchemy The Chancery Pavilion,Residency Road,No,Yes,others,4.3,2000.0,Dine-out,"Microbrewery, Casual Dining",497.0
Communiti,Residency Road,No,No,others,4.6,1500.0,Delivery,"Microbrewery, Casual Dining",4119.0
Nagarjuna,Residency Road,No,No,Andhra Biryani,4.3,800.0,Delivery,Casual Dining,1817.0
Karavalli The Gateway Hotel,Residency Road,No,Yes,others,4.5,3500.0,Dine-out,Fine Dining,682.0
Bangalore Brew Works,Residency Road,No,Yes,others,4.3,1700.0,Dine-out,others,2246.0
Green Theory,Residency Road,Yes,Yes,others,4.2,800.0,Dine-out,"Casual Dining, Cafe",2872.0
Harima,Residency Road,No,Yes,others,4.3,2000.0,Dine-out,Casual Dining,678.0
Meghana Foods,Residency Road,Yes,No,others,4.3,600.0,Dine-out,Casual Dining,2177.0
Sotally Tober,Residency Road,No,Yes,others,4.4,1200.0,Dine-out,"Bar, Casual Dining",229.0
Mahesh Lunch Home,Residency Road,Yes,Yes,others,4.1,1400.0,Dine-out,Casual Dining,866.0
Green Onion,Residency Road,No,No,Chinese,4.3,550.0,Dine-out,Casual Dining,1195.0
Konark Vegetarian Restaurant,Residency Road,No,No,others,4.1,500.0,Dine-out,Casual Dining,1015.0
Japan Travel Cafe Azuki,Residency Road,No,No,others,4.3,400.0,Dine-out,Cafe,79.0
Amber Rush Restobar,Residency Road,No,Yes,others,4.1,1000.0,Dine-out,Pub,105.0
Chin Lung Resto Bar,Residency Road,No,No,North Indian Chinese Fast Food,4.0,1000.0,Dine-out,Bar,519.0
The Lantern Restaurant Bar The RitzCarlton,Residency Road,No,Yes,Chinese,4.3,3500.0,Dine-out,others,432.0
Imperial Restaurant,Residency Road,Yes,No,others,3.9,800.0,Dine-out,Casual Dining,367.0
The Lobby Lounge The RitzCarlton,Residency Road,No,No,Beverages,4.1,2000.0,Dine-out,Casual Dining,29.0
The RitzCarlton Bar The RitzCarlton,Residency Road,No,Yes,Finger Food,4.0,2000.0,Dine-out,Lounge,94.0
Sphyre Gateway Hotel,Residency Road,No,No,Finger Food,3.6,1700.0,Dine-out,Lounge,46.0
Driven Cafe,Residency Road,Yes,No,others,3.6,600.0,Dine-out,Cafe,123.0
Northern Gate Gateway Hotel,Residency Road,No,Yes,North Indian,3.9,1900.0,Dine-out,Casual Dining,107.0
Chai Point,Residency Road,Yes,No,Fast Food Beverages,4.0,250.0,Dine-out,"Beverage Shop, Quick Bites",135.0
Stir Fry,Residency Road,No,No,Chinese Momos,4.0,500.0,Dine-out,Casual Dining,210.0
Cafe Coffee Day,Residency Road,No,No,Cafe Fast Food,3.0,900.0,Dine-out,Cafe,12.0
RS Shiv Sagar Express,Residency Road,Yes,No,others,4.0,300.0,Dine-out,Quick Bites,67.0
Firewood Biryani,Residency Road,Yes,No,others,3.9,400.0,Dine-out,Quick Bites,458.0
Faasos,Residency Road,Yes,No,others,3.9,500.0,Dine-out,Quick Bites,253.0
The 13th Floor,MG Road,No,Yes,others,4.4,1700.0,Delivery,Lounge,4614.0
Olive Bar And Kitchen,Richmond Road,No,Yes,others,4.5,1800.0,Dine-out,Casual Dining,2219.0
Skyye,Lavelle Road,No,Yes,Continental,4.2,2500.0,Delivery,Lounge,3140.0
Arbor Brewing Company,Brigade Road,No,Yes,others,4.5,2000.0,Delivery,"Pub, Microbrewery",8419.0
chicken wings could get better,others,others,others,others,3.7,400.0,Delivery, ,60.0
Kaz,Lavelle Road,No,Yes,others,4.4,3000.0,Delivery,Fine Dining,895.0
JW Kitchen JW Marriott Bengaluru,Lavelle Road,No,Yes,others,4.4,2200.0,Dine-out,Fine Dining,2143.0
Yauatcha,MG Road,No,Yes,others,4.6,2800.0,Delivery,Fine Dining,2372.0
Hyderabad Biryaani House,Richmond Road,No,No,Biryani North Indian Chinese,4.2,700.0,Dine-out,Casual Dining,1364.0
The Permit Room,Brigade Road,No,No,South Indian,4.5,1500.0,Delivery,"Casual Dining, Bar",1610.0
The Tao Terraces,MG Road,Yes,Yes,others,3.9,2100.0,Dine-out,Casual Dining,1943.0
ShakesBierre,Brigade Road,No,Yes,others,4.5,1500.0,Delivery,"Microbrewery, Casual Dining",403.0
Farzi Cafe,Lavelle Road,No,No,others,4.4,1500.0,Delivery,others,2435.0
Hard Rock Cafe,St. Marks Road,No,Yes,others,4.5,2500.0,Delivery,"Casual Dining, Bar",5290.0
RATEDn Hard rock cafe is a world renowned place,others,others,others,others,3.7,400.0,Delivery,others,60.0
besides having a tad bit more of pepper,others,others,others,others,3.7,400.0,Delivery,others,60.0
fryums,others,others,others,Missing,3.7,400.0,Delivery,others,60.0
Toast Tonic,Richmond Road,No,Yes,others,4.6,1500.0,Delivery,Casual Dining,1095.0
The Bar Stock Exchange,St. Marks Road,No,No,others,4.2,1300.0,Delivery,"Pub, Casual Dining",650.0
Sunnys,Lavelle Road,No,Yes,others,4.1,2100.0,Dine-out,"Casual Dining, Bar",1343.0
Samarkand,Infantry Road,No,Yes,North Indian Mughlai,4.1,1600.0,Dine-out,Casual Dining,2051.0
The Biere Club,Lavelle Road,Yes,Yes,others,4.3,1700.0,Dine-out,"Pub, Microbrewery",3498.0
Carnatic,Church Street,No,Yes,others,4.1,1000.0,Dine-out,Casual Dining,193.0
Spice Terrace JW Marriott,Lavelle Road,No,Yes,others,4.3,3000.0,Dine-out,others,772.0
SkyDeck By Sherlocks,MG Road,No,Yes,others,4.2,1500.0,Dine-out,"Pub, Casual Dining",1472.0
Portland Steakhouse Cafe,MG Road,Yes,Yes,others,4.3,1500.0,Dine-out,Casual Dining,2053.0
Koshys,St. Marks Road,No,No,others,3.8,700.0,Dine-out,Casual Dining,2332.0
Sanchez,Lavelle Road,No,No,others,4.3,1500.0,Delivery,Lounge,1051.0
1Q1,Infantry Road,No,Yes,others,4.3,2500.0,Delivery,"Casual Dining, Bar",611.0
theyx83x83x82x83x83x82x82x83x83x82x82x83x82x82x80x83x83x82x82x83x82x82x99ve covered everything nRead full post on foodntraveldiariesin,others,others,others,others,3.7,400.0,Delivery,others,60.0
Tandoor,MG Road,Yes,Yes,North Indian,3.9,2100.0,Dine-out,Fine Dining,1377.0
Hae Kum Gang,Brigade Road,No,Yes,others,4.4,1100.0,Dine-out,Casual Dining,1211.0
Mainland China,Church Street,Yes,Yes,Chinese,4.5,1700.0,Dine-out,"Casual Dining, Bar",1431.0
Caperberry,Lavelle Road,No,Yes,others,4.6,2200.0,Dine-out,Fine Dining,1439.0
Toscano,Lavelle Road,Yes,Yes,others,4.4,1500.0,Dine-out,Casual Dining,1854.0
Caf Felix,MG Road,Yes,Yes,others,4.4,1700.0,Dine-out,"Casual Dining, Cafe",726.0
Hoppipola,Church Street,No,No,others,4.3,1300.0,Dine-out,Lounge,1749.0
The White Room Coffee Kitchen,Church Street,No,Yes,others,4.1,1000.0,Dine-out,Cafe,1750.0
Tree Tops Bar Kitchen,Lavelle Road,No,Yes,others,4.4,1000.0,Dine-out,"Casual Dining, Bar",152.0
Sakae Japanese Restaurant,Shanti Nagar,No,Yes,others,4.3,1400.0,Dine-out,Casual Dining,537.0
Chianti,MG Road,No,Yes,others,4.4,1500.0,Delivery,Casual Dining,314.0
Alba JW Marriott Bengaluru,Lavelle Road,No,Yes,others,4.4,4000.0,Dine-out,Fine Dining,578.0
Empire Restaurant,Brigade Road,Yes,No,North Indian Mughlai South Indian Chinese,4.4,750.0,Dine-out,Casual Dining,2162.0
The Barn Bar Kitchen,Brigade Road,No,Yes,others,4.2,1500.0,Delivery,Pub,263.0
BBQ52,MG Road,No,Yes,others,3.9,1500.0,Dine-out,Casual Dining,54.0
The Spice Bazaar,Lavelle Road,No,Yes,North Indian Mughlai,4.2,1000.0,Dine-out,"Casual Dining, Bar",341.0
Easy Tiger,Church Street,No,No,others,4.3,1100.0,Delivery,"Bar, Casual Dining",2282.0
you can order from Wolfosh,others,others,others,Missing,3.7,400.0,Delivery,others,60.0
Capri Gastrobar,St. Marks Road,No,Yes,others,4.3,1200.0,Delivery,"Bar, Casual Dining",301.0
BBQD Global Grill Brewery,Lavelle Road,No,No,others,4.3,1500.0,Dine-out,others,469.0
Cafe Noir,Lavelle Road,No,Yes,others,4.2,1500.0,Dine-out,Casual Dining,2080.0
Salvadores,MG Road,No,Yes,others,4.4,2000.0,Delivery,Fine Dining,198.0
Bangalore Pub Exchange,MG Road,No,Yes,others,4.2,1000.0,Dine-out,"Pub, Casual Dining",226.0
The Open Box,St. Marks Road,Yes,Yes,others,4.2,1400.0,Dine-out,"Casual Dining, Bar",2290.0
Sriracha,Lavelle Road,No,No,others,4.3,1500.0,Dine-out,Casual Dining,699.0
Russh Gastropub,Church Street,No,No,others,4.2,1100.0,Dine-out,Pub,1354.0
The Rice Bowl,Lavelle Road,Yes,Yes,Chinese Momos,4.3,1300.0,Dine-out,"Casual Dining, Bar",512.0
RATEDn Orea Nutella cheese cakew, ,others,others,others,3.7,400.0,Delivery,others,60.0
ASEAN On The Edge,MG Road,Yes,Yes,others,4.5,1800.0,Dine-out,Casual Dining,875.0
20 Feet High,Church Street,Yes,Yes,others,4.0,1000.0,Dine-out,"Casual Dining, Bar",940.0
Kitchen On Table,Brigade Road,Yes,No,others,4.0,1500.0,Dine-out,Casual Dining,57.0
Mahjong Room WelcomHotel Bengaluru,Richmond Road,No,Yes,Chinese,4.4,1200.0,Dine-out,Casual Dining,136.0
Anupams Coast II Coast,Church Street,Yes,Yes,others,4.2,1400.0,Dine-out,Casual Dining,861.0
Kebabs Kurries ITC Gardenia,Richmond Road,No,Yes,North Indian Mughlai,4.3,3500.0,Dine-out,Fine Dining,365.0
Cobaja,Brigade Road,Yes,Yes,others,4.2,700.0,Dine-out,Casual Dining,82.0
Kobe Sizzlers,Brigade Road,Yes,No,others,4.1,1500.0,Dine-out,Casual Dining,1136.0
Coconut Grove,Church Street,No,Yes,others,3.9,1200.0,Dine-out,"Casual Dining, Bar",685.0
Plan B,Brigade Road,No,No,others,4.1,1200.0,Delivery,"Casual Dining, Pub",4448.0
Smaaash,MG Road,No,Yes,others,4.2,1500.0,Dine-out,"Casual Dining, Pub",551.0
Season Adarsh Hamilton,Richmond Road,No,Yes,others,4.3,1200.0,Dine-out,Casual Dining,331.0
Roomali,Church Street,No,Yes,North Indian,4.0,1300.0,Dine-out,Casual Dining,184.0
Oye Amritsar,Church Street,Yes,Yes,North Indian,4.1,600.0,Dine-out,Casual Dining,463.0
Pecos Classic,Brigade Road,No,Yes,Finger Food,4.1,1100.0,Dine-out,"Pub, Casual Dining",560.0
Le Rock,Brigade Road,Yes,No,Continental Chinese,4.1,2000.0,Dine-out,Bar,1222.0
Qissa Khawani,Church Street,Yes,No,North Indian Mughlai,4.3,800.0,Dine-out,Casual Dining,335.0
Memories of China Taj MG Road Bengaluru,MG Road,No,Yes,Chinese Momos,4.3,3000.0,Dine-out,Fine Dining,457.0
Bootlegger,Lavelle Road,No,No,others,4.1,1200.0,Dine-out,Pub,1546.0
Ice Taj MG Road Bengaluru,MG Road,No,Yes,Continental,4.1,2800.0,Dine-out,others,612.0
The Courtyard,Shanti Nagar,No,Yes,Cafe Italian,3.9,750.0,Dine-out,Cafe,305.0
The Egg Factory,St. Marks Road,Yes,No,others,4.2,750.0,Dine-out,Casual Dining,1773.0
Pizza Hut,Brigade Road,Yes,No,Pizza Fast Food,3.8,750.0,Dine-out,Casual Dining,390.0
Fusion Lounge,Brigade Road,No,No,Finger Food,2.0,1500.0,Dine-out,Lounge,398.0
Chugg,Church Street,No,Yes,others,4.0,1100.0,Dine-out,Pub,752.0
Happy Belly Bakes,MG Road,Yes,No,Cafe Bakery,4.2,500.0,Dine-out,"Cafe, Bakery",121.0
WYT RestroPub,MG Road,No,No,North Indian Chinese,2.6,1000.0,Dine-out,Pub,408.0
Thai House,Brigade Road,Yes,No,others,4.3,700.0,Dine-out,Casual Dining,131.0
MTR 1924,St. Marks Road,No,No,South Indian,4.2,300.0,Dine-out,Quick Bites,703.0
The Oriental Spice Ashraya Hotel,Infantry Road,Yes,No,others,3.8,1300.0,Dine-out,Casual Dining,159.0
Revoli Hotel,Shanti Nagar,No,No,South Indian Chinese,3.1,450.0,Dine-out,Casual Dining,23.0
The Blackboard Bakery,Lavelle Road,No,Yes,others,3.8,1000.0,Dine-out,"Cafe, Bakery",98.0
KKR FOODIES,St. Marks Road,Yes,Yes,Fast Food North Indian,3.3,400.0,Dine-out,Quick Bites,60.0
Fresh Pressery Cafe,Lavelle Road,No,No,others,4.0,1200.0,Dine-out,"Cafe, Quick Bites",105.0
The Caf Saanchi,Richmond Road,No,No,Cafe,4.0,800.0,Dine-out,Cafe,33.0
Skyline Family Restaurant,Shanti Nagar,Yes,No,others,3.2,550.0,Dine-out,Casual Dining,34.0
Aqua The Park Bangalore,MG Road,No,Yes,others,4.0,3000.0,Dine-out,others,197.0
Haldirams Express,Brigade Road,No,No,North Indian,3.6,300.0,Dine-out,Kiosk,44.0
Rahhams,Shanti Nagar,Yes,No,others,2.6,700.0,Dine-out,Casual Dining,313.0
Beijing Bites,Richmond Road,Yes,No,Chinese Thai,3.8,850.0,Dine-out,Casual Dining,266.0
Pind Balluchi,Brigade Road,No,Yes,others,4.0,700.0,Dine-out,Casual Dining,1025.0
Cafe 22,Church Street,No,No,Cafe Fast Food,2.9,700.0,Dine-out,Cafe,12.0
